item,factor,prior_type,prior_mean,prior_sd,dist,sign_constraint,item_sign,likelihood_family,modeling_block,rationale
altman,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
apgr0106_1min,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
apgr0106_1min,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
apgr0106_1min,developmental_risk,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor developmental_risk
apgr0106_1min,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,merged metabolic+inflammatory -> immunometabolic
apgr0106_1min,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
apgr0106_1min,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
apgr0106_1min,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
apgr0106_1min,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
apgr0106_1min,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
apgr0106_5min,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,soft-zero complement
apgr0106_5min,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,soft-zero complement
apgr0106_5min,developmental_risk,primary,0.6,0.3,half_normal,positive,-1,ordered_logistic,explicit,home factor developmental_risk
apgr0106_5min,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,merged metabolic+inflammatory -> immunometabolic
apgr0106_5min,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,soft-zero complement
apgr0106_5min,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,ordered_logistic,explicit,specific item may load on G
apgr0106_5min,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,soft-zero complement
apgr0106_5min,substance,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,soft-zero complement
apgr0106_5min,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,ordered_logistic,explicit,soft-zero complement
ast_lbstresc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ast_lbstresc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ast_lbstresc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ast_lbstresc,immunometabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor immunometabolic (merged metabolic+inflammatory)
ast_lbstresc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ast_lbstresc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
ast_lbstresc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ast_lbstresc,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
ast_lbstresc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
autcardv_mhoccur,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autcardv_mhoccur,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autcardv_mhoccur,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autcardv_mhoccur,immunometabolic,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor immunometabolic (merged metabolic+inflammatory)
autcardv_mhoccur,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autcardv_mhoccur,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
autcardv_mhoccur,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autcardv_mhoccur,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autcardv_mhoccur,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,immunometabolic,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor immunometabolic (merged metabolic+inflammatory)
autendoc_mhoccur,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
autendoc_mhoccur,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autendoc_mhoccur,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autneuro_mhoccur,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autneuro_mhoccur,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autneuro_mhoccur,developmental_risk,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor developmental_risk
autneuro_mhoccur,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,merged metabolic+inflammatory -> immunometabolic
autneuro_mhoccur,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autneuro_mhoccur,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
autneuro_mhoccur,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autneuro_mhoccur,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
autneuro_mhoccur,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
baso_lbstresc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
baso_lbstresc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
baso_lbstresc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
baso_lbstresc,immunometabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor immunometabolic (merged metabolic+inflammatory)
baso_lbstresc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
baso_lbstresc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
baso_lbstresc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
baso_lbstresc,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
baso_lbstresc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,immunometabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor immunometabolic (merged metabolic+inflammatory)
bili_lbstresc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
bili_lbstresc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bili_lbstresc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
bmi,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
bmi,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
bmi,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
bmi,immunometabolic,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor immunometabolic (merged metabolic+inflammatory)
bmi,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
bmi,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
bmi,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
bmi,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
bmi,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
brthcirc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthcirc,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthcirc,developmental_risk,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor developmental_risk
brthcirc,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,merged metabolic+inflammatory -> immunometabolic
brthcirc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthcirc,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
brthcirc,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthcirc,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthcirc,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthht,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthht,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthht,developmental_risk,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor developmental_risk
brthht,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,merged metabolic+inflammatory -> immunometabolic
brthht,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthht,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
brthht,sleep,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthht,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
brthht,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cgi01,anhedonia,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
cgi01,cognition,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
cgi01,developmental_risk,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
cgi01,immunometabolic,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,merged metabolic+inflammatory -> immunometabolic
cgi01,mania_activation,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
cgi01,overall_severity,g_anchor,0.6,0.3,half_normal,positive,1,gaussian,continuous,G dedicated anchor
cgi01,sleep,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
cgi01,substance,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
cgi01,suicidality,g_anchor_on_specific,0.0,0.001,normal,signed,1,gaussian,continuous,severity anchor ~0 on specific (bifactor id)
chol,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
chol,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
chol,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
chol,immunometabolic,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor immunometabolic (merged metabolic+inflammatory)
chol,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
chol,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
chol,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
chol,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
chol,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,immunometabolic,primary,0.6,0.3,half_normal,positive,1,gaussian,continuous,home factor immunometabolic (merged metabolic+inflammatory)
cholhdl_lbstresc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,gaussian,continuous,specific item may load on G
cholhdl_lbstresc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,substance,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
cholhdl_lbstresc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,gaussian,continuous,soft-zero complement
creat_lbstresc,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
creat_lbstresc,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
creat_lbstresc,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
creat_lbstresc,immunometabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor immunometabolic (merged metabolic+inflammatory)
creat_lbstresc,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
creat_lbstresc,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
creat_lbstresc,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
creat_lbstresc,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
creat_lbstresc,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,cognition,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,immunometabolic,primary,0.6,0.3,half_normal,positive,1,lognormal,continuous,home factor immunometabolic (merged metabolic+inflammatory)
crp,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,lognormal,continuous,specific item may load on G
crp,sleep,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,substance,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
crp,suicidality,unlikely_cross,0.0,0.05,normal,signed,1,lognormal,continuous,soft-zero complement
csm,anhedonia,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
csm,cognition,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
csm,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
csm,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,merged metabolic+inflammatory -> immunometabolic
csm,mania_activation,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
csm,overall_severity,plausible_cross,0.0,0.25,normal,signed,-1,gaussian,continuous,specific item may load on G
csm,sleep,primary,0.6,0.3,half_normal,positive,-1,gaussian,continuous,home factor sleep
csm,substance,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
csm,suicidality,unlikely_cross,0.0,0.05,normal,signed,-1,gaussian,continuous,soft-zero complement
cssrs01,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs01,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs01,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs01,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,merged metabolic+inflammatory -> immunometabolic
cssrs01,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs01,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
cssrs01,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs01,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs01,suicidality,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor suicidality
cssrs02,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs02,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs02,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs02,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,merged metabolic+inflammatory -> immunometabolic
cssrs02,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs02,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
cssrs02,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs02,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs02,suicidality,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor suicidality
cssrs03,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs03,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs03,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs03,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,merged metabolic+inflammatory -> immunometabolic
cssrs03,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs03,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
cssrs03,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs03,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs03,suicidality,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor suicidality
cssrs04,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs04,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs04,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs04,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,merged metabolic+inflammatory -> immunometabolic
cssrs04,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs04,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
cssrs04,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs04,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs04,suicidality,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor suicidality
cssrs05,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs05,cognition,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs05,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs05,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,merged metabolic+inflammatory -> immunometabolic
cssrs05,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs05,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,bernoulli,explicit,specific item may load on G
cssrs05,sleep,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs05,substance,unlikely_cross,0.0,0.05,normal,signed,1,bernoulli,explicit,soft-zero complement
cssrs05,suicidality,primary,0.6,0.3,half_normal,positive,1,bernoulli,explicit,home factor suicidality
cssrs06,anhedonia,unlikely_cross,0.0,0.05,normal,signed,1,ordered_logistic,explicit,soft-zero complement
cssrs06,cognition,unlikely_cross,0.0,0.05,normal,signed,1,ordered_logistic,explicit,soft-zero complement
cssrs06,developmental_risk,unlikely_cross,0.0,0.05,normal,signed,1,ordered_logistic,explicit,soft-zero complement
cssrs06,immunometabolic,unlikely_cross,0.0,0.05,normal,signed,1,ordered_logistic,explicit,merged metabolic+inflammatory -> immunometabolic
cssrs06,mania_activation,unlikely_cross,0.0,0.05,normal,signed,1,ordered_logistic,explicit,soft-zero complement
cssrs06,overall_severity,plausible_cross,0.0,0.25,normal,signed,1,ordered_logistic,explicit,specific item may load on G
